,Brands,Model,Variant,Make Year,Fuel,Transmission,Driven Kilometers,Owners,Location,Price
3412,hyundai,Hyundai Elite i20,ASTA 1.4 CRDI,2014,Diesel,Manual,"95,243",1,mumbai,"4,84,499"
3413,hyundai,Hyundai Creta,1.6 SX (O) CRDI,2015,Diesel,Manual,"99,645",1,mumbai,"7,82,299"
3414,hyundai,Hyundai Verna,FLUIDIC 1.6 SX VTVT OPT,2012,Petrol,Manual,"42,231",1,mumbai,"3,89,199"
3415,hyundai,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,2017,Petrol,Manual,"47,509",1,mumbai,"4,20,899"
3416,hyundai,Hyundai i20,SPORTZ 1.2 VTVT,2013,Petrol,Manual,"85,426",1,mumbai,"3,60,299"
3417,hyundai,Hyundai Santro Xing,GLS,2008,Petrol,Manual,"72,879",1,mumbai,"1,45,199"
3418,hyundai,Hyundai i20,ASTA 1.4 CRDI,2011,Diesel,Manual,"1,05,125",2,mumbai,"2,75,299"
3419,hyundai,Hyundai i20,MAGNA O 1.2,2013,Petrol,Manual,"1,12,093",1,mumbai,"3,10,399"
3420,hyundai,Hyundai Creta,1.6 CRDI SX PLUS AUTO,2016,Diesel,Automatic,"1,12,308",1,mumbai,"9,66,199"
3421,hyundai,Hyundai i20,SPORTZ 1.2 VTVT,2013,Petrol + CNG,Manual,"1,75,537",1,mumbai,"3,78,499"
3422,hyundai,Hyundai i10,SPORTZ 1.2 AT KAPPA2,2011,Petrol,Automatic,"23,073",2,mumbai,"2,34,199"
3423,hyundai,Hyundai i20,SPORTZ 1.2 VTVT,2013,Petrol,Manual,"35,514",1,mumbai,"3,82,499"
3424,hyundai,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,2017,Petrol,Manual,"5,766",1,mumbai,"4,88,499"
3425,hyundai,Hyundai i20,MAGNA O 1.2,2011,Petrol,Manual,"57,798",4,mumbai,"2,38,399"
3426,hyundai,Hyundai Verna,FLUIDIC 1.6 SX VTVT,2014,Petrol,Manual,"35,605",1,mumbai,"5,08,399"
3427,hyundai,Hyundai Grand i10,MAGNA 1.2 VTVT,2014,Petrol,Manual,"50,710",3,mumbai,"3,55,799"
3428,hyundai,Hyundai i10,MAGNA 1.2 KAPPA2,2012,Petrol,Manual,"39,357",1,mumbai,"2,72,199"
3429,hyundai,Hyundai Elite i20,SPORTZ 1.2,2017,Petrol,Manual,"23,132",1,mumbai,"5,66,699"
3430,hyundai,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,2015,Petrol,Manual,"58,570",1,mumbai,"3,80,999"
3431,hyundai,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,2019,Petrol,Manual,"5,110",1,mumbai,"6,10,299"
3432,hyundai,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,2019,Petrol,Manual,"20,442",1,mumbai,"5,57,399"
3433,hyundai,Hyundai Elite i20,ASTA 1.2 (O),2019,Petrol,Manual,"13,224",2,mumbai,"7,22,799"
3434,hyundai,Hyundai Verna,1.6 SX VTVT,2018,Petrol,Manual,"30,768",1,mumbai,"8,36,899"
3435,hyundai,Hyundai Verna,1.4 VTVT E,2018,Petrol,Manual,"31,022",1,mumbai,"7,66,399"
3436,hyundai,Hyundai i20,ASTA 1.4 CRDI,2011,Diesel,Manual,"83,831",2,mumbai,"3,07,099"
3437,hyundai,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,2018,Petrol,Manual,"45,521",1,mumbai,"4,92,099"
3438,hyundai,Hyundai i10,MAGNA 1.2 KAPPA2,2010,Petrol,Manual,"1,05,978",1,mumbai,"2,05,199"
3439,hyundai,Hyundai i20,ASTA 1.2,2009,Petrol,Manual,"1,20,578",2,mumbai,"1,91,699"
3440,hyundai,Hyundai i20 Active,1.2 S,2015,Petrol,Manual,"1,12,530",1,mumbai,"4,83,299"
3441,hyundai,Hyundai Verna,FLUIDIC 1.6 SX CRDI,2012,Diesel,Manual,"2,34,239",1,mumbai,"4,59,199"
3442,hyundai,Hyundai Elite i20,ASTA 1.2 (O),2017,Petrol,Manual,"37,049",1,mumbai,"5,52,399"
3443,hyundai,Hyundai i20,MAGNA O 1.4 CRDI,2011,Diesel,Manual,"1,35,206",2,mumbai,"3,11,699"
3444,hyundai,Hyundai Grand i10,ASTA 1.2 AT VTVT,2014,Petrol,Automatic,"36,493",2,mumbai,"4,08,299"
3445,hyundai,Hyundai i10,MAGNA 1.1 IRDE2,2013,Petrol,Manual,"31,090",1,mumbai,"2,68,099"
3446,hyundai,Hyundai Xcent,S 1.2,2017,Petrol,Manual,"31,123",1,mumbai,"4,63,699"
3447,hyundai,Hyundai Grand i10,SPORTZ O 1.2,2017,Petrol,Manual,"29,424",1,mumbai,"4,66,399"
3448,hyundai,Hyundai i10,MAGNA 1.2,2010,Petrol,Manual,"31,298",1,mumbai,"2,05,699"
3449,hyundai,Hyundai i20,SPORTZ 1.4 CRDI,2013,Diesel,Manual,"88,809",1,mumbai,"3,75,699"
3450,hyundai,Hyundai Elite i20,MAGNA 1.4 CRDI,2016,Diesel,Manual,"38,069",1,mumbai,"5,09,899"
3451,renault,Renault Kwid,RXT 1.0 EASY-R AT OPTION,2019,Petrol,Automatic,"12,273",1,mumbai,"4,51,799"
3452,renault,Renault Kwid,RXE,2015,Petrol,Manual,"22,817",2,mumbai,"2,25,000"
3453,renault,Renault TRIBER,1.0 RXZ,2020,Petrol,,"14,947",1,mumbai,"6,51,000"
3454,renault,Renault Kwid,RXT Opt,2018,Petrol,Manual,"24,219",1,mumbai,"3,61,199"
3455,renault,Renault Kwid,RXT 1.0 EASY-R AT,2017,Petrol,Manual,"33,203",3,mumbai,"3,03,299"
3456,renault,Renault Kwid,1.0 RXT,2017,Petrol,Manual,"29,693",1,mumbai,"3,03,699"
3457,renault,Renault Kwid,CLIMBER 1.0 AT,2017,Petrol,Manual,"32,368",1,mumbai,"4,08,499"
3458,renault,Renault Kwid,RXT,2016,Petrol,Manual,"51,772",2,mumbai,"2,75,000"
3459,renault,Renault Kwid,RXT,2017,Petrol,Manual,"37,369",1,mumbai,"3,25,000"
3460,renault,Renault Kwid,1.0 RXT,2017,Petrol,Manual,"37,009",1,mumbai,"3,20,000"
3461,renault,Renault Kwid,RXT Opt,2016,Petrol,Manual,"59,660",1,mumbai,"3,37,099"
3462,renault,Renault Duster,85 PS RXE,2014,Diesel,Manual,"86,253",2,mumbai,"4,57,299"
3463,renault,Renault Duster,RXZ DIESEL 110,2013,Diesel,Manual,"1,01,465",2,mumbai,"4,43,499"
3464,renault,Renault Kwid,RXT,2016,Petrol,Manual,"1,07,578",1,mumbai,"2,35,599"
3465,renault,Renault Kwid,RXT,2015,Petrol,Manual,"90,406",1,mumbai,"2,54,000"
3466,renault,Renault Duster,85 PS RXL,2012,Diesel,Manual,"90,479",1,mumbai,"4,50,000"
3467,renault,Renault Duster,RXZ DIESEL 110,2013,Diesel,Manual,"2,28,190",1,mumbai,"3,79,999"
3468,renault,Renault Kwid,Neotech Edition 0.8L MT,2020,Petrol,,"10,361",1,mumbai,"4,49,000"
3469,renault,Renault Kwid,RXT 1.0 EASY-R AT OPTION,2018,Petrol,Automatic,"13,181",1,mumbai,"3,90,099"
3470,renault,Renault Kwid,RXT 1.0 EASY-R AT,2016,Petrol,Manual,"22,341",1,mumbai,"3,35,199"
3471,renault,Renault Kwid,RXT 1.0 EASY-R AT OPTION,2017,Petrol,Automatic,"19,193",2,mumbai,"3,66,599"
3472,renault,Renault Kwid,RXE,2015,Petrol,Manual,"2,379",1,mumbai,"2,33,899"
3473,renault,Renault Kwid,RXT Opt,2019,Petrol,Manual,"1,222",1,mumbai,"3,79,899"
3474,renault,Renault Kwid,RXT,2016,Petrol,Manual,"43,635",1,mumbai,"2,84,999"
3475,renault,Renault Kwid,RXT,2017,Petrol,Manual,"47,489",1,mumbai,"3,08,999"
3476,renault,Renault Kwid,1.0 RXT Opt,2016,Petrol,Manual,"54,717",2,mumbai,"2,41,599"
3477,renault,Renault Kwid,1.0 CLIMBER OPT,2020,Petrol,,"3,815",1,mumbai,"5,19,000"
3478,renault,Renault Kwid,RXL,2016,Petrol,Manual,"20,385",1,mumbai,"2,63,199"
3479,renault,Renault Kwid,RXT,2017,Petrol,Manual,"68,429",1,mumbai,"2,91,799"
3480,renault,Renault TRIBER,1.0 RXZ,2019,Petrol,Manual,"16,679",1,mumbai,"6,65,399"
3481,renault,Renault TRIBER,1.0 RXZ,2019,Petrol,Manual,"25,597",1,mumbai,"6,45,999"
3482,renault,Renault Kwid,RXT 1.0 EASY-R AT OPTION,2019,Petrol,Automatic,"32,016",1,mumbai,"4,56,399"
3483,renault,Renault Duster,RXZ,2020,Petrol,Manual,"16,887",1,mumbai,"9,61,399"
3484,renault,Renault Duster,RXZ DIESEL 110,2012,Diesel,Manual,"1,25,767",2,mumbai,"4,72,699"
3485,renault,Renault Duster,85 PS RXL,2016,Diesel,Manual,"1,17,094",1,mumbai,"5,86,299"
3486,renault,Renault Duster,85 PS RXL,2013,Diesel,Manual,"1,18,398",1,mumbai,"4,28,299"
3487,renault,Renault Kwid,RXT,2016,Petrol,Manual,"8,843",1,mumbai,"3,00,299"
3488,renault,Renault Kwid,RXT Opt,2016,Petrol,Manual,"16,887",2,mumbai,"2,76,999"
3489,renault,Renault Kwid,RXT 1.0 EASY-R AT OPTION,2017,Petrol,Automatic,"4,348",1,mumbai,"3,86,499"
3490,renault,Renault TRIBER,1.0 RXT,2019,Petrol,Manual,"14,622",1,mumbai,"5,84,499"
3491,renault,Renault TRIBER,1.0 RXT,2019,Petrol,Manual,"2,058",1,mumbai,"5,98,299"
3492,renault,Renault Kwid,RXT 1.0 EASY-R AT OPTION,2019,Petrol,Automatic,"8,814",1,mumbai,"4,51,899"
3493,renault,Renault Kwid,1.0 RXT,2016,Petrol,Manual,"62,730",1,mumbai,"2,69,199"
3494,renault,Renault Duster,85 PS RXL,2013,Diesel,Manual,"73,503",2,mumbai,"3,70,999"
3495,renault,Renault Duster,85 PS RXL,2015,Diesel,Manual,"85,991",1,mumbai,"5,22,799"
3496,renault,Renault Kwid,CLIMBER 1.0 AT,2017,Petrol,,"18,596",1,mumbai,"3,52,899"
3497,renault,Renault Kwid,1.0 RXT Opt AT,2017,Petrol,Automatic,"8,936",1,mumbai,"3,64,399"
3498,renault,Renault Lodgy,110 PS RXZ 8 STR,2015,Diesel,Manual,"34,812",1,mumbai,"4,83,899"
3499,renault,Renault Duster,85 PS RXE,2015,Diesel,Manual,"1,71,979",1,mumbai,"4,66,199"
3500,renault,Renault Kwid,RXL,2017,Petrol,Manual,"17,544",1,mumbai,"2,88,999"
3501,renault,Renault Kwid,RXT,2016,Petrol,Manual,"48,597",2,mumbai,"2,52,599"
3502,renault,Renault Kwid,RXL,2019,Petrol,Manual,"27,225",1,mumbai,"3,80,999"
3503,renault,Renault Kwid,RXL,2017,Petrol,Manual,"43,347",2,mumbai,"2,71,799"
3504,renault,Renault Duster,RXL 85PS EXPLORE,2015,Diesel,,"57,340",2,mumbai,"4,82,999"
3505,mahindra,Mahindra XUV500,W11 (O) AT,2018,Diesel,Manual,"44,530",1,mumbai,"16,01,199"
3506,mahindra,Mahindra XUV500,W6 4X2,2015,Diesel,Manual,"42,995",1,mumbai,"7,93,999"
3507,mahindra,Mahindra XUV 3OO,W8(O) DUAL TONE PETROL,2019,Petrol,,"24,001",1,mumbai,"10,50,000"
3508,mahindra,Mahindra Xylo,H4 ABS BS IV,2018,Diesel,Manual,"49,616",1,mumbai,"6,30,299"
3509,mahindra,Mahindra Bolero,B6 (O),2020,Diesel,Manual,"19,209",1,mumbai,"10,00,000"
3510,mahindra,Mahindra Kuv100,K4 D 6 STR,2016,Diesel,Manual,"65,222",2,mumbai,"3,48,000"
3511,mahindra,Mahindra XUV500,W11 (O) AT,2018,Diesel,Manual,"29,689",1,mumbai,"15,45,000"
3512,mahindra,Mahindra XUV500,W11 AT,2019,Diesel,,"69,274",1,mumbai,"17,00,000"
3513,mahindra,Mahindra Scorpio,S3 2WD,2019,Diesel,Manual,"63,822",1,mumbai,"9,85,000"
3514,mahindra,Mahindra Bolero,POWER+ SLE,2017,Diesel,,"44,167",1,mumbai,"6,32,000"
3515,mahindra,Mahindra Bolero,ZLX,2016,Diesel,Manual,"60,247",1,mumbai,"6,25,000"
3516,mahindra,Mahindra XUV500,W10 AT FWD,2016,Diesel,,"17,947",1,mumbai,"13,65,000"
3517,mahindra,Mahindra Bolero,SLE BS IV,2016,Diesel,Manual,"80,013",1,mumbai,"5,75,000"
3518,mahindra,Mahindra XUV500,W10 AT FWD,2017,Diesel,Automatic,"38,630",1,mumbai,"14,75,000"
3519,mahindra,Mahindra Xylo,D4 BS IV,2017,Diesel,Manual,"61,312",1,mumbai,"6,75,000"
3520,mahindra,Mahindra TUV300,T10 MT,2018,Diesel,,"68,804",1,mumbai,"8,30,000"
3521,mahindra,Mahindra XUV500,W8 FWD,2012,Diesel,Manual,"99,438",1,mumbai,"5,56,000"
3522,mahindra,Mahindra XUV500,W8 FWD,2013,Diesel,Manual,"1,35,326",1,mumbai,"5,69,000"
3523,mahindra,Mahindra XUV500,W8 FWD,2014,Diesel,Manual,"1,18,113",1,mumbai,"7,33,000"
3524,mahindra,Mahindra XUV500,W8 FWD,2012,Diesel,Manual,"1,04,215",1,mumbai,"5,68,000"
3525,mahindra,Mahindra XUV500,W8 FWD,2015,Diesel,Manual,"1,55,655",1,mumbai,"7,77,999"
3526,mahindra,Mahindra XUV500,W8 FWD,2014,Diesel,Manual,"1,20,015",2,mumbai,"6,91,599"
3527,mahindra,Mahindra TUV300,T8,2015,Diesel,Manual,"1,30,445",1,mumbai,"6,50,000"
3528,mahindra,Mahindra Kuv100,K4 6 STR,2016,Petrol,Manual,"11,597",1,mumbai,"3,32,599"
3529,mahindra,Mahindra Bolero,B6 (O),2020,Diesel,Manual,"15,137",1,mumbai,"8,85,188"
3530,mahindra,Mahindra XUV500,W8 FWD,2015,Diesel,Manual,"52,274",1,mumbai,"7,75,000"
3531,mahindra,Mahindra Scorpio,S10,2015,Diesel,Manual,"58,242",1,mumbai,"7,97,199"
3532,mahindra,Mahindra TUV300,T8,2017,Diesel,Manual,"38,289",1,mumbai,"7,86,799"
3533,mahindra,Mahindra Scorpio,LX BS III,2009,Diesel,Manual,"79,877",2,mumbai,"3,23,000"
3534,mahindra,Mahindra XUV500,W8 FWD,2012,Diesel,Manual,"78,141",1,mumbai,"5,65,000"
3535,mahindra,Mahindra XUV500,W10,2015,Diesel,Manual,"47,121",1,mumbai,"10,64,199"
3536,mahindra,Mahindra XUV500,W8 FWD,2014,Diesel,Manual,"1,68,600",1,mumbai,"6,64,899"
3537,mahindra,Mahindra XUV500,W8 FWD,2014,Diesel,Manual,"1,14,591",1,mumbai,"6,37,199"
3538,mahindra,Mahindra Xylo,E8 BS III,2009,Diesel,Manual,"1,23,707",3,mumbai,"1,91,000"
3539,mahindra,Mahindra XUV500,W8 FWD,2015,Diesel,Manual,"93,753",1,mumbai,"8,12,599"
3540,mahindra,Mahindra XUV500,W8 FWD,2013,Diesel,Manual,"81,518",3,mumbai,"7,09,599"
3541,mahindra,Mahindra TUV300,T8,2016,Diesel,Manual,"87,550",2,mumbai,"5,77,899"
3542,mahindra,Mahindra XUV500,W6 AT,2016,Diesel,Automatic,"49,128",1,mumbai,"10,42,499"
3543,mahindra,Mahindra XUV500,W8 FWD,2014,Diesel,Manual,"85,129",2,mumbai,"7,13,999"
3544,mahindra,Mahindra XUV500,W8 FWD,2014,Diesel,Manual,"84,226",1,mumbai,"7,53,399"
3545,mahindra,Mahindra TUV300,T8 AT,2015,Diesel,Automatic,"97,261",2,mumbai,"5,99,299"
3546,mahindra,Mahindra Scorpio,SLE BS IV,2009,Diesel,Manual,"36,305",1,mumbai,"3,10,299"
3547,mahindra,Mahindra TUV300,T8,2016,Diesel,Manual,"61,131",1,mumbai,"6,62,399"
3548,mahindra,Mahindra TUV300,T8,2016,Diesel,Manual,"53,203",1,mumbai,"6,62,199"
3549,mahindra,Mahindra XUV500,W8 FWD,2015,Diesel,Manual,"1,12,788",3,mumbai,"6,85,099"
3550,mahindra,Mahindra Scorpio,S6 PLUS,2016,Diesel,Manual,"1,69,972",3,mumbai,"7,41,099"
3551,mahindra,Mahindra TUV300,T6,2016,Diesel,Manual,"44,617",1,mumbai,"5,58,899"
3552,mahindra,Mahindra TUV300,T8 AT,2015,Diesel,Automatic,"94,177",2,mumbai,"5,07,799"
3553,toyota,Toyota Etios Liva,G,2011,Petrol,Manual,"18,893",1,mumbai,"2,59,999"
3554,toyota,Toyota Etios,G,2011,Petrol,Manual,"47,883",1,mumbai,"2,42,000"
3555,toyota,Toyota Etios Liva,G,2011,Petrol,Manual,"24,017",1,mumbai,"2,95,000"
3556,toyota,Toyota Etios Liva,GD,2012,Diesel,Manual,"51,484",1,mumbai,"2,81,299"
3557,toyota,Toyota Etios Liva,G,2014,Petrol,Manual,"28,363",1,mumbai,"3,56,000"
3558,toyota,Toyota Etios,G,2012,Petrol,Manual,"28,858",1,mumbai,"2,90,000"
3559,toyota,Toyota Corolla Altis,1.8 G,2009,Petrol,,"39,563",1,mumbai,"3,10,000"
3560,toyota,Toyota Corolla Altis,1.8 G,2010,Petrol,Manual,"74,336",2,mumbai,"2,85,000"
3561,toyota,Toyota Corolla Altis,VL AT,2017,Petrol,Automatic,"34,304",2,mumbai,"12,83,399"
3562,toyota,Toyota Corolla Altis,G,2013,Petrol,Manual,"71,052",3,mumbai,"3,77,299"
3563,toyota,Toyota Camry,W4 AT,2009,Petrol,Automatic,"99,864",1,mumbai,"3,07,299"
3564,toyota,Toyota Corolla Altis,VL AT,2018,Petrol,Automatic,"34,924",1,mumbai,"13,35,399"
3565,toyota,Toyota Glanza,V MT PETROL,2019,Petrol,Manual,"19,928",1,mumbai,"7,45,000"
3566,toyota,Toyota Innova Crysta,2.4 GX 8 STR,2018,Diesel,Manual,"38,151",1,mumbai,"16,75,000"
3567,toyota,Toyota Innova Crysta,2.8 ZX AT 7 STR,2018,Diesel,Automatic,"62,241",1,mumbai,"19,45,000"
3568,toyota,Toyota URBAN CRUISER,HIGH MT,2020,Petrol,Manual,"17,202",1,mumbai,"9,15,199"
3569,toyota,Toyota Corolla Altis,VL AT,2016,Petrol,Automatic,"40,705",1,mumbai,"11,26,299"
3570,toyota,Toyota Innova Crysta,2.8 ZX AT 7 STR,2016,Diesel,Automatic,"35,507",1,mumbai,"17,59,099"
3571,toyota,Toyota Innova Crysta,Touring Sport Diesel AT,2017,Diesel,Automatic,"54,730",3,mumbai,"15,62,799"
3572,toyota,Toyota Etios,G,2011,Petrol,Manual,"1,07,845",1,mumbai,"2,76,499"
3573,toyota,Toyota Innova Crysta,2.4 VX 7 STR,2016,Diesel,Manual,"68,834",1,mumbai,"15,17,599"
3574,toyota,Toyota Etios,GD,2014,Diesel,Manual,"69,581",1,mumbai,"4,55,000"
3575,toyota,Toyota Corolla Altis,VL AT,2015,Petrol,Automatic,"67,059",1,mumbai,"10,24,999"
3576,toyota,Toyota Innova,2.5 GX 8 STR BS IV,2016,Diesel,Manual,"82,439",1,mumbai,"9,59,000"
3577,toyota,Toyota Innova Crysta,2.4 VX 7 STR,2016,Diesel,Manual,"60,473",2,mumbai,"14,85,000"
3578,toyota,Toyota Etios Liva,D 4D GD,2012,Diesel,Manual,"94,569",1,mumbai,"2,85,000"
3579,toyota,Toyota Corolla Altis,VL AT,2016,Petrol,Automatic,"90,509",1,mumbai,"10,76,799"
3580,toyota,Toyota Innova,2.5 G4 7 STR,2010,Diesel,Manual,"1,42,592",2,mumbai,"5,00,499"
3581,toyota,Toyota Innova,2.5 G2,2010,Diesel,Manual,"1,42,988",2,mumbai,"5,11,000"
3582,toyota,Toyota Fortuner,3.0 AT 4X2,2016,Diesel,Automatic,"1,70,991",1,mumbai,"17,53,799"
3583,toyota,Toyota Fortuner,3.0 MT 4X2,2012,Diesel,Manual,"68,536",2,mumbai,"11,00,000"
3584,toyota,Toyota Innova,2.5 VX 7 STR BS IV,2015,Diesel,Manual,"88,998",3,mumbai,"9,28,799"
3585,toyota,Toyota Innova,2.5 G4 8 STR,2010,Diesel,Manual,"98,390",1,mumbai,"5,00,000"
3586,toyota,Toyota Innova Crysta,2.4 VX 7 STR,2016,Diesel,Manual,"93,758",1,mumbai,"15,24,000"
3587,toyota,Toyota Innova,2.5 V 8 STR,2010,Diesel,Manual,"1,50,832",1,mumbai,"5,39,199"
3588,toyota,Toyota Innova,2.5 V 8 STR,2011,Diesel,Manual,"1,39,934",1,mumbai,"6,58,000"
3589,toyota,Toyota Etios,GD,2015,Diesel,Manual,"1,63,504",2,mumbai,"4,40,000"
3590,toyota,Toyota Corolla Altis,D 4D G,2013,Diesel,Manual,"1,09,050",1,mumbai,"5,36,000"
3591,toyota,Toyota Innova,2.5 VX 8 STR BS IV,2015,Diesel,Manual,"1,65,870",1,mumbai,"8,43,299"
3592,toyota,Toyota Innova,2.5 VX 7 STR BS IV,2013,Diesel,Manual,"1,13,509",1,mumbai,"8,34,099"
3593,toyota,Toyota Innova,2.5 GX 8 STR BS IV,2013,Diesel,Manual,"87,317",2,mumbai,"7,85,000"
3594,toyota,Toyota Fortuner,3.0 MT 4X2,2015,Diesel,Manual,"1,05,216",2,mumbai,"15,00,000"
3595,toyota,Toyota Innova,2.5 GX 8 STR BS IV,2013,Diesel,Manual,"1,47,140",1,mumbai,"7,30,799"
3596,toyota,Toyota Innova,2.5 GX 8 STR BS IV,2014,Diesel,Manual,"1,44,800",1,mumbai,"7,88,699"
3597,toyota,Toyota Innova,2.5 G4 8 STR,2011,Diesel,Manual,"2,14,872",2,mumbai,"5,35,000"
3598,toyota,Toyota Innova,2.5 G4 8 STR,2010,Diesel,Manual,"1,71,011",1,mumbai,"5,40,000"
3599,toyota,Toyota Fortuner,3.0 AT 4X2,2012,Diesel,Automatic,"1,72,356",3,mumbai,"11,50,699"
3600,toyota,Toyota Innova,2.5 V 8 STR,2011,Diesel,Manual,"1,71,127",2,mumbai,"5,55,000"
3601,toyota,Toyota Innova,2.5 V 8 STR,2010,Diesel,Manual,"2,47,917",1,mumbai,"5,61,899"
3602,toyota,Toyota Fortuner,3.0 MT 4X4,2011,Diesel,Manual,"1,32,907",2,mumbai,"9,50,000"
3603,toyota,Toyota Innova,2.5 G4 8 STR,2010,Diesel,Manual,"2,49,011",1,mumbai,"4,96,999"
3604,toyota,Toyota Innova,2.5 VX 7 STR BS IV,2015,Diesel,Manual,"1,47,479",1,mumbai,"10,54,699"
3605,toyota,Toyota Innova,2.5 VX 7 STR BS IV,2013,Diesel,Manual,"1,44,870",1,mumbai,"7,90,000"
3606,toyota,Toyota Innova Crysta,2.8 ZX AT 7 STR,2016,Diesel,Automatic,"1,62,781",1,mumbai,"16,14,799"
3607,toyota,Toyota Innova,2.5 GX 8 STR BS IV,2013,Diesel,Manual,"1,77,460",2,mumbai,"7,69,899"
3608,toyota,Toyota Innova,2.5 GX 8 STR BS IV,2016,Diesel,Manual,"1,87,732",1,mumbai,"9,31,000"
3609,toyota,Toyota Innova,2.5 VX 7 STR BS IV,2012,Diesel,Manual,"2,45,329",1,mumbai,"7,04,999"
3610,toyota,Toyota Innova,2.5 GX 8 STR BS IV,2015,Diesel,Manual,"1,50,148",1,mumbai,"9,00,000"
3611,toyota,Toyota Fortuner,3.0 MT 4X4,2011,Diesel,Manual,"2,14,711",2,mumbai,"8,21,000"
3612,toyota,Toyota Land Cruiser,LC200 VX 2 PREMIUM,2010,Diesel,Manual,"1,25,306",2,mumbai,"34,95,000"
3613,toyota,Toyota Etios,G SP,2011,Petrol,Manual,"46,042",1,mumbai,"2,99,599"
3614,toyota,Toyota Etios,G,2013,Petrol,Manual,"53,662",1,mumbai,"3,83,399"
3615,toyota,Toyota Etios,G,2011,Petrol,Manual,"69,385",1,mumbai,"2,81,699"
3616,toyota,Toyota Etios,V,2011,Petrol,Manual,"66,145",1,mumbai,"2,79,399"
3617,toyota,Toyota YARIS,J CVT,2018,Petrol,Automatic,"26,989",1,mumbai,"8,07,599"
3618,toyota,Toyota Etios,G EXCLUSIVE,2014,Petrol,,"42,889",1,mumbai,"3,49,000"
3619,toyota,Toyota Innova,2.5 V 7STR,2008,Diesel,Manual,"1,05,759",3,mumbai,"3,80,999"
3620,toyota,Toyota Glanza,V CVT,2019,Petrol,Automatic,"41,170",1,mumbai,"7,43,799"
3621,toyota,Toyota Innova,2.5 G4 8 STR,2008,Diesel,Manual,"1,82,406",2,mumbai,"3,62,799"
3622,toyota,Toyota Innova,2.5 VX 8 STR BS IV,2012,Diesel,Manual,"1,23,778",3,mumbai,"6,02,199"
3623,toyota,Toyota Innova,2.5 G4 8 STR,2010,Diesel,Manual,"2,33,928",2,mumbai,"4,53,599"
3624,toyota,Toyota Innova,2.5 GX 8 STR BS IV,2013,Diesel,Manual,"1,38,343",1,mumbai,"7,00,000"
3625,toyota,Toyota Prius,1.8 Z3,2010,Petrol,Automatic,"1,04,636",2,mumbai,"3,76,899"
3626,toyota,Toyota Innova,2.5 G4 8 STR,2009,Diesel,Manual,"85,476",1,mumbai,"5,15,000"
3627,toyota,Toyota Innova Crysta,2.4 VX 8 STR,2017,Diesel,Manual,"1,52,809",1,mumbai,"13,90,999"
3628,toyota,Toyota Etios Liva,GD,2012,Diesel,Manual,"40,497",1,mumbai,"2,94,199"
3629,toyota,Toyota Etios Liva,G,2011,Petrol,Manual,"36,419",2,mumbai,"2,43,899"
3630,toyota,Toyota Etios,V,2011,Petrol,Manual,"66,443",1,mumbai,"2,32,999"
3631,toyota,Toyota Etios Liva,G,2011,Petrol,Manual,"80,291",2,mumbai,"2,40,399"
3632,toyota,Toyota YARIS,VX CVT,2018,Petrol,Manual,"8,792",1,mumbai,"10,25,899"
3633,toyota,Toyota Etios Liva,GD,2011,Diesel,Manual,"79,024",2,mumbai,"3,23,799"
3634,toyota,Toyota Fortuner,2.8 4x2 MT,2017,Diesel,Manual,"45,112",1,mumbai,"26,66,599"
3635,toyota,Toyota Innova Crysta,2.8 ZX AT 7 STR,2016,Diesel,Automatic,"35,309",2,mumbai,"17,31,999"
3636,toyota,Toyota Innova Crysta,2.4 GX 8 STR,2016,Diesel,Manual,"37,961",1,mumbai,"15,47,699"
3637,toyota,Toyota Innova Crysta,2.8 ZX AT 7 STR,2018,Diesel,Automatic,"52,726",1,mumbai,"18,14,099"
3638,toyota,Toyota Etios,V,2011,Petrol,Manual,"90,883",1,mumbai,"2,43,599"
3639,toyota,Toyota YARIS,VX CVT,2018,Petrol,Manual,"55,046",2,mumbai,"10,11,799"
3640,toyota,Toyota Innova,2.5 V 7STR,2009,Diesel,Manual,"1,93,505",2,mumbai,"4,30,199"
3641,toyota,Toyota Corolla Altis,VL AT,2015,Petrol,Automatic,"50,867",2,mumbai,"9,84,199"
3642,toyota,Toyota Etios Liva,GD,2013,Diesel,Manual,"1,25,436",3,mumbai,"2,81,199"
3643,toyota,Toyota Etios,GD,2011,Diesel,Manual,"1,22,930",1,mumbai,"3,36,599"
3644,toyota,Toyota Fortuner,3.0 AT 4X2,2014,Diesel,Automatic,"95,392",1,mumbai,"14,63,999"
3645,toyota,Toyota Corolla Altis,1.8 G,2009,Petrol,,"2,46,967",2,mumbai,"2,66,899"
3646,toyota,Toyota Fortuner,3.0 MT 4X2,2015,Diesel,Manual,"2,76,496",1,mumbai,"13,93,999"
3647,toyota,Toyota Innova,2.5 G4 7 STR,2010,Diesel,Manual,"2,25,134",2,mumbai,"4,44,799"
3648,toyota,Toyota Corolla Altis,VL AT,2014,Petrol,Automatic,"60,481",1,mumbai,"9,80,499"
